dataset_label,dataset_display,id,target_a,target_b,strain_a,strain_b,strain_a_display,strain_b_display,strain_pair,label_pkd_a,label_pkd_b,pred_mean_a,pred_mean_b,observed_delta_pkd,predicted_delta_pkd,observed_pair_divergence,predicted_pair_divergence,delta_residual,abs_delta_error,outer_fold_a,outer_fold_b
pa,PA,80-50-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.497,4.274,4.1464,4.4744,0.22299999999999986,-0.3280000000000003,0.22299999999999986,0.3280000000000003,0.5510000000000002,0.5510000000000002,1.0,0.0
pa,PA,80-77-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.433,3.502,3.8766,4.2578,0.931,-0.38119999999999976,0.931,0.38119999999999976,1.3121999999999998,1.3121999999999998,0.0,3.0
pa,PA,81403-68-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.497,5.316,4.6116,4.4991,-0.819,0.11249999999999982,0.819,0.11249999999999982,-0.9314999999999998,0.9314999999999998,3.0,0.0
pa,PA,82034-46-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.153,5.096,4.8704,4.9841,0.056999999999999496,-0.11369999999999969,0.056999999999999496,0.11369999999999969,0.17069999999999919,0.17069999999999919,0.0,3.0
pa,PA,82586-52-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.174,3.561,3.6236,4.2415,-0.387,-0.6179000000000001,0.387,0.6179000000000001,0.2309000000000001,0.2309000000000001,2.0,3.0
pa,PA,82586-55-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.519,3.96,4.2219,4.5356,0.5590000000000002,-0.31369999999999987,0.5590000000000002,0.31369999999999987,0.8727,0.8727,0.0,2.0
pa,PA,82640-04-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.97,4.717,4.7542,4.8219,0.2530000000000001,-0.06770000000000032,0.2530000000000001,0.06770000000000032,0.32070000000000043,0.32070000000000043,2.0,0.0
pa,PA,83-12-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.476,3.0,4.4817,4.4817,0.476,0.0,0.476,0.0,0.476,0.476,3.0,3.0
pa,PA,83-43-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.147,4.285,4.2442,4.0041,-0.1379999999999999,0.24009999999999998,0.1379999999999999,0.24009999999999998,-0.3780999999999999,0.3780999999999999,1.0,3.0
pa,PA,83-88-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.816,5.756,5.6881,5.2855,0.05999999999999961,0.4026000000000005,0.05999999999999961,0.4026000000000005,-0.3426000000000009,0.3426000000000009,1.0,4.0
pa,PA,83915-83-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.186,4.204,4.3788,4.3788,-0.017999999999999794,0.0,0.017999999999999794,0.0,-0.017999999999999794,0.017999999999999794,3.0,3.0
pa,PA,84371-65-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.28,4.37,4.3886,4.691,-0.08999999999999986,-0.30239999999999956,0.08999999999999986,0.30239999999999956,0.2123999999999997,0.2123999999999997,2.0,0.0
pa,PA,849217-68-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.469,4.636,4.5567,5.0013,-0.16699999999999982,-0.44459999999999944,0.16699999999999982,0.44459999999999944,0.2775999999999996,0.2775999999999996,3.0,4.0
pa,PA,85371-64-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.475,4.267,4.2759,4.7842,0.2079999999999993,-0.5083000000000002,0.2079999999999993,0.5083000000000002,0.7162999999999995,0.7162999999999995,2.0,4.0
pa,PA,85622-93-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.673,4.272,4.5145,4.2681,-0.5990000000000002,0.2464000000000004,0.5990000000000002,0.2464000000000004,-0.8454000000000006,0.8454000000000006,0.0,2.0
pa,PA,85650-56-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.283,3.837,4.1552,4.3667,0.4460000000000002,-0.21150000000000002,0.4460000000000002,0.21150000000000002,0.6575000000000002,0.6575000000000002,0.0,3.0
pa,PA,859-18-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.205,4.271,4.3275,4.7167,-0.06599999999999984,-0.38920000000000066,0.06599999999999984,0.38920000000000066,0.3232000000000008,0.3232000000000008,4.0,3.0
pa,PA,863031-21-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.36,3.875,4.2376,4.4186,0.4850000000000003,-0.18100000000000005,0.4850000000000003,0.18100000000000005,0.6660000000000004,0.6660000000000004,4.0,3.0
pa,PA,873857-62-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.654,4.515,4.2973,4.5719,0.13900000000000023,-0.2746000000000004,0.13900000000000023,0.2746000000000004,0.41360000000000063,0.41360000000000063,0.0,4.0
pa,PA,877399-52-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.673,3.086,4.3779,4.3177,0.5870000000000002,0.06020000000000003,0.5870000000000002,0.06020000000000003,0.5268000000000002,0.5268000000000002,1.0,3.0
pa,PA,879085-55-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.225,3.0,3.6919,4.3006,1.2249999999999996,-0.6087000000000002,1.2249999999999996,0.6087000000000002,1.8336999999999999,1.8336999999999999,1.0,0.0
pa,PA,880149-29-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.403,4.946,4.2875,4.2875,0.45699999999999985,0.0,0.45699999999999985,0.0,0.45699999999999985,0.45699999999999985,2.0,2.0
pa,PA,88889-14-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.711,3.24,3.9279,3.9279,0.47099999999999964,0.0,0.47099999999999964,0.0,0.47099999999999964,0.47099999999999964,4.0,4.0
pa,PA,89-25-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.512,4.006,4.0459,4.0459,-0.4940000000000002,0.0,0.4940000000000002,0.0,-0.4940000000000002,0.4940000000000002,4.0,4.0
pa,PA,90357-06-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.956,4.774,4.8123,4.9757,0.18200000000000038,-0.1634000000000002,0.18200000000000038,0.1634000000000002,0.3454000000000006,0.3454000000000006,2.0,0.0
pa,PA,91374-20-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.693,3.441,3.6811,4.6016,1.2519999999999998,-0.9205000000000005,1.2519999999999998,0.9205000000000005,2.1725000000000003,2.1725000000000003,4.0,1.0
pa,PA,91832-40-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.794,5.035,5.0793,5.0168,-1.241,0.0625,1.241,0.0625,-1.3035,1.3035,2.0,1.0
pa,PA,93793-83-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.907,3.892,3.9175,3.8019,0.015000000000000124,0.11560000000000015,0.015000000000000124,0.11560000000000015,-0.10060000000000002,0.10060000000000002,2.0,1.0
pa,PA,93957-55-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.27,3.251,3.4108,4.0879,0.019000000000000128,-0.6771000000000003,0.019000000000000128,0.6771000000000003,0.6961000000000004,0.6961000000000004,0.0,3.0
pa,PA,941678-49-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.607,4.737,4.6725,4.6155,-0.1299999999999999,0.057000000000000384,0.1299999999999999,0.057000000000000384,-0.18700000000000028,0.18700000000000028,4.0,0.0
pa,PA,95-25-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.99,4.073,4.0852,4.0807,-0.08300000000000018,0.0045000000000001705,0.08300000000000018,0.0045000000000001705,-0.08750000000000036,0.08750000000000036,4.0,1.0
pa,PA,95635-55-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.629,4.088,4.5166,4.5166,0.5409999999999995,0.0,0.5409999999999995,0.0,0.5409999999999995,0.5409999999999995,2.0,2.0
pa,PA,96829-58-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.828,3.665,4.4805,4.096,0.1629999999999998,0.38450000000000006,0.1629999999999998,0.38450000000000006,-0.22150000000000025,0.22150000000000025,0.0,1.0
pa,PA,97-77-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.849,3.935,4.318,4.3161,-0.08599999999999985,0.0019000000000000128,0.08599999999999985,0.0019000000000000128,-0.08789999999999987,0.08789999999999987,2.0,4.0
pa,PA,97240-79-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.912,4.301,4.4077,4.3481,-0.38900000000000023,0.05960000000000054,0.38900000000000023,0.05960000000000054,-0.4486000000000008,0.4486000000000008,3.0,2.0
pa,PA,99300-78-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.8,3.256,3.615,4.1909,0.544,-0.5758999999999999,0.544,0.5758999999999999,1.1199,1.1199,4.0,3.0
pa,PA,99592-39-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.233,3.693,4.0847,4.4721,0.5399999999999996,-0.3874000000000004,0.5399999999999996,0.3874000000000004,0.9274,0.9274,0.0,2.0
pa,PA,1004316-88-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.117,4.089,4.1123,4.1123,-0.9720000000000004,0.0,0.9720000000000004,0.0,-0.9720000000000004,0.9720000000000004,2.0,2.0
pa,PA,100643-71-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.921,4.022,4.5744,4.5744,-0.10100000000000042,0.0,0.10100000000000042,0.0,-0.10100000000000042,0.10100000000000042,4.0,4.0
pa,PA,101-26-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.73,3.24,3.7076,4.1118,0.48999999999999977,-0.4041999999999999,0.48999999999999977,0.4041999999999999,0.8941999999999997,0.8941999999999997,1.0,3.0
pa,PA,101477-54-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.994,4.76,4.3113,4.156,-0.7659999999999996,0.15530000000000044,0.7659999999999996,0.15530000000000044,-0.9213,0.9213,1.0,2.0
pa,PA,101827-46-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.109,4.258,4.0221,4.0221,-0.14900000000000002,0.0,0.14900000000000002,0.0,-0.14900000000000002,0.14900000000000002,3.0,3.0
pa,PA,103-16-2,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.721,5.166,5.1389,5.5153,0.5549999999999997,-0.3764000000000003,0.5549999999999997,0.3764000000000003,0.9314,0.9314,1.0,2.0
pa,PA,103177-37-3,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.938,4.001,5.0031,5.0031,-0.06300000000000017,0.0,0.06300000000000017,0.0,-0.06300000000000017,0.06300000000000017,1.0,1.0
pa,PA,10405-02-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.887,4.137,4.1429,4.0104,-0.24999999999999956,0.13250000000000028,0.24999999999999956,0.13250000000000028,-0.38249999999999984,0.38249999999999984,2.0,3.0
pa,PA,1041434-82-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.307,4.342,4.476,4.5888,-0.034999999999999254,-0.11280000000000001,0.034999999999999254,0.11280000000000001,0.07780000000000076,0.07780000000000076,4.0,3.0
pa,PA,104227-87-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.124,4.564,4.529,4.9595,0.5599999999999996,-0.4305000000000003,0.5599999999999996,0.4305000000000003,0.9904999999999999,0.9904999999999999,2.0,3.0
pa,PA,104632-26-0,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.778,3.943,4.0599,3.8856,-0.16500000000000004,0.17429999999999968,0.16500000000000004,0.17429999999999968,-0.3392999999999997,0.3392999999999997,0.0,3.0
pa,PA,105462-24-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.853,4.892,4.8253,4.694,-0.03900000000000059,0.13130000000000042,0.03900000000000059,0.13130000000000042,-0.170300000000001,0.170300000000001,3.0,4.0
pa,PA,105816-04-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.773,5.747,4.7703,4.7044,0.0259999999999998,0.06590000000000007,0.0259999999999998,0.06590000000000007,-0.03990000000000027,0.03990000000000027,1.0,3.0
pa,PA,106266-06-2,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.318,4.887,4.8506,4.3053,-0.569,0.5453000000000001,0.569,0.5453000000000001,-1.1143,1.1143,4.0,3.0
pa,PA,106308-44-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.842,4.9,4.8046,4.2456,-1.0580000000000003,0.5590000000000002,1.0580000000000003,0.5590000000000002,-1.6170000000000004,1.6170000000000004,4.0,0.0
pa,PA,106685-40-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.656,4.485,4.2961,4.0381,-0.8290000000000002,0.258,0.8290000000000002,0.258,-1.0870000000000002,1.0870000000000002,3.0,4.0
pa,PA,1069-66-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.24,5.349,5.1327,5.1897,-0.10899999999999999,-0.057000000000000384,0.10899999999999999,0.057000000000000384,-0.0519999999999996,0.0519999999999996,3.0,0.0
pa,PA,107-35-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.324,5.188,4.1827,4.1827,-0.8639999999999999,0.0,0.8639999999999999,0.0,-0.8639999999999999,0.8639999999999999,3.0,3.0
pa,PA,1070-11-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.127,4.311,4.4796,4.2521,-0.18400000000000016,0.22749999999999915,0.18400000000000016,0.22749999999999915,-0.4114999999999993,0.4114999999999993,2.0,3.0
pa,PA,107133-36-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.6,4.996,4.9516,4.7837,-0.3960000000000008,0.16790000000000038,0.3960000000000008,0.16790000000000038,-0.5639000000000012,0.5639000000000012,3.0,1.0
pa,PA,107724-20-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.131,4.822,4.6883,4.6883,-0.6909999999999998,0.0,0.6909999999999998,0.0,-0.6909999999999998,0.6909999999999998,4.0,4.0
pa,PA,108341-18-0,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.207,5.01,4.7315,4.518,-0.8029999999999999,0.2134999999999998,0.8029999999999999,0.2134999999999998,-1.0164999999999997,1.0164999999999997,4.0,1.0
pa,PA,1104-22-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.948,3.12,3.4567,3.7588,0.8279999999999998,-0.3020999999999998,0.8279999999999998,0.3020999999999998,1.1300999999999997,1.1300999999999997,3.0,0.0
pa,PA,111406-87-2,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.945,4.026,4.3535,3.9472,-0.08099999999999996,0.4063000000000003,0.08099999999999996,0.4063000000000003,-0.4873000000000003,0.4873000000000003,0.0,3.0
pa,PA,1115-70-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.419,3.807,4.1243,4.1243,-0.3879999999999999,0.0,0.3879999999999999,0.0,-0.3879999999999999,0.3879999999999999,2.0,2.0
pa,PA,111974-72-2,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.28,4.66,4.5597,4.5638,-0.3799999999999999,-0.004099999999999326,0.3799999999999999,0.004099999999999326,-0.37590000000000057,0.37590000000000057,1.0,2.0
pa,PA,112529-15-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,6.712,6.327,5.8891,5.8891,0.3849999999999998,0.0,0.3849999999999998,0.0,0.3849999999999998,0.3849999999999998,3.0,3.0
pa,PA,112809-51-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.374,4.551,3.9381,3.9381,-1.177,0.0,1.177,0.0,-1.177,1.177,1.0,1.0
pa,PA,112885-42-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.772,5.853,5.1931,5.6787,-0.08099999999999952,-0.4855999999999998,0.08099999999999952,0.4855999999999998,0.4046000000000003,0.4046000000000003,2.0,1.0
pa,PA,113-59-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.226,5.765,5.4191,4.1216,-1.5389999999999997,1.2975000000000003,1.5389999999999997,1.2975000000000003,-2.8365,2.8365,1.0,2.0
pa,PA,113-92-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.879,3.921,4.5863,4.1389,-0.041999999999999815,0.4474,0.041999999999999815,0.4474,-0.48939999999999984,0.48939999999999984,1.0,4.0
pa,PA,113852-37-2,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.783,4.777,4.6073,4.7358,1.0060000000000002,-0.12849999999999984,1.0060000000000002,0.12849999999999984,1.1345,1.1345,0.0,2.0
pa,PA,115256-11-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.013,4.823,4.6217,4.7895,0.1899999999999995,-0.16780000000000062,0.1899999999999995,0.16780000000000062,0.3578000000000001,0.3578000000000001,4.0,3.0
pa,PA,1156-19-0,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.522,4.384,4.4341,4.6284,0.1379999999999999,-0.19430000000000014,0.1379999999999999,0.19430000000000014,0.33230000000000004,0.33230000000000004,2.0,4.0
pa,PA,117-37-3,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.082,4.485,5.1737,4.0767,-0.40300000000000047,1.0970000000000004,0.40300000000000047,1.0970000000000004,-1.5000000000000009,1.5000000000000009,4.0,1.0
pa,PA,118072-93-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.901,4.331,4.5136,4.0288,-0.4300000000000006,0.4847999999999999,0.4300000000000006,0.4847999999999999,-0.9148000000000005,0.9148000000000005,3.0,4.0
pa,PA,119413-54-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.661,5.009,5.0779,5.0779,-0.34800000000000075,0.0,0.34800000000000075,0.0,-0.34800000000000075,0.34800000000000075,3.0,3.0
pa,PA,1195765-45-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.955,4.459,4.2815,4.0221,-0.5039999999999996,0.2594000000000003,0.5039999999999996,0.2594000000000003,-0.7633999999999999,0.7633999999999999,3.0,1.0
pa,PA,120-97-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.495,4.205,4.3042,3.4997,-0.71,0.8045,0.71,0.8045,-1.5145,1.5145,3.0,2.0
pa,PA,120011-70-3,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.493,3.954,4.4961,5.3772,1.5390000000000001,-0.8811,1.5390000000000001,0.8811,2.4201,2.4201,1.0,4.0
pa,PA,120202-66-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.993,5.941,5.7941,4.4371,0.05200000000000049,1.3570000000000002,0.05200000000000049,1.3570000000000002,-1.3049999999999997,1.3049999999999997,4.0,1.0
pa,PA,120511-73-1,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.937,5.099,4.9514,4.8014,-0.16199999999999992,0.14999999999999947,0.16199999999999992,0.14999999999999947,-0.3119999999999994,0.3119999999999994,2.0,1.0
pa,PA,122111-03-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.075,5.806,4.4167,4.9446,-0.7309999999999999,-0.5279000000000007,0.7309999999999999,0.5279000000000007,-0.20309999999999917,0.20309999999999917,3.0,4.0
pa,PA,122320-73-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.347,4.519,5.3249,4.5387,-0.1719999999999997,0.7862,0.1719999999999997,0.7862,-0.9581999999999997,0.9581999999999997,0.0,2.0
pa,PA,122647-32-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.579,3.47,3.5014,3.6383,0.10899999999999999,-0.13690000000000024,0.10899999999999999,0.13690000000000024,0.24590000000000023,0.24590000000000023,0.0,2.0
pa,PA,122883-93-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.104,4.736,5.1141,5.1141,0.3680000000000003,0.0,0.3680000000000003,0.0,0.3680000000000003,0.3680000000000003,3.0,3.0
pa,PA,1247-42-3,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.853,5.662,5.6544,6.2047,0.19099999999999984,-0.5503,0.19099999999999984,0.5503,0.7412999999999998,0.7412999999999998,3.0,0.0
pa,PA,124750-99-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.628,5.08,4.7861,4.7861,-0.45199999999999996,0.0,0.45199999999999996,0.0,-0.45199999999999996,0.45199999999999996,1.0,1.0
pa,PA,124937-52-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.249,4.815,4.5409,4.2676,-0.5660000000000007,0.2732999999999999,0.5660000000000007,0.2732999999999999,-0.8393000000000006,0.8393000000000006,3.0,0.0
pa,PA,125-84-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.768,5.131,4.8111,4.256,-0.36300000000000043,0.5550999999999995,0.36300000000000043,0.5550999999999995,-0.9180999999999999,0.9180999999999999,0.0,4.0
pa,PA,1263-89-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.706,3.974,3.9623,3.8567,-0.26800000000000024,0.10559999999999992,0.26800000000000024,0.10559999999999992,-0.37360000000000015,0.37360000000000015,3.0,4.0
pa,PA,1264-62-6,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.616,3.866,3.7631,3.7282,-0.25,0.03489999999999993,0.25,0.03489999999999993,-0.28489999999999993,0.28489999999999993,0.0,2.0
pa,PA,127-07-1,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.918,4.189,4.3411,4.031,-0.2709999999999999,0.31010000000000026,0.2709999999999999,0.31010000000000026,-0.5811000000000002,0.5811000000000002,3.0,1.0
pa,PA,127-56-0,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,6.017,5.891,4.9216,6.0605,0.12600000000000033,-1.1389000000000005,0.12600000000000033,1.1389000000000005,1.2649000000000008,1.2649000000000008,4.0,2.0
pa,PA,127-79-7,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.284,4.378,4.2798,4.3373,-0.0940000000000003,-0.05750000000000011,0.0940000000000003,0.05750000000000011,-0.0365000000000002,0.0365000000000002,0.0,1.0
pa,PA,128794-94-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.972,3.932,3.9572,4.3704,0.040000000000000036,-0.41320000000000023,0.040000000000000036,0.41320000000000023,0.45320000000000027,0.45320000000000027,1.0,2.0
pa,PA,129101-54-8,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.41,4.286,4.2372,4.5116,0.12400000000000055,-0.2744,0.12400000000000055,0.2744,0.39840000000000053,0.39840000000000053,0.0,4.0
pa,PA,129497-78-5,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.014,3.918,3.8494,3.0767,-0.9040000000000004,0.7726999999999999,0.9040000000000004,0.7726999999999999,-1.6767000000000003,1.6767000000000003,3.0,4.0
pa,PA,129722-12-9,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.988,5.346,5.0075,4.7333,-0.35799999999999965,0.27420000000000044,0.35799999999999965,0.27420000000000044,-0.6322000000000001,0.6322000000000001,0.0,1.0
pa,PA,130-61-0,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.02,4.753,4.5499,4.0326,-0.7330000000000005,0.5172999999999996,0.7330000000000005,0.5172999999999996,-1.2503000000000002,1.2503000000000002,1.0,4.0
pa,PA,13010-47-4,pa_ph1n1,pa_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.706,5.729,5.5582,5.6408,-0.022999999999999687,-0.08259999999999934,0.022999999999999687,0.08259999999999934,0.05959999999999965,0.05959999999999965,1.0,2.0
