dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
pa,PA,496775-61-2,5.345200000000001,5.3452,5.3452,ph1n1,pH1N1,5.3452,0.0,1,5.3452,5.3452,5.3452
pa,PA,162401-32-3,5.3435999999999995,5.3436,5.3436,ph1n1,pH1N1,5.3436,0.0,1,5.3436,5.3436,5.3436
pa,PA,274693-27-5,5.3425,5.3425,5.3425,ph1n1,pH1N1,5.3425,0.0,1,5.3425,5.3425,5.3425
pa,PA,62571-86-2,5.3312,5.3312,5.3312,ph1n1,pH1N1,5.3312,0.0,1,5.3312,5.3312,5.3312
pa,PA,75695-93-1,5.3233,5.3233,5.3233,ph1n1,pH1N1,5.3233,0.0,1,5.3233,5.3233,5.3233
pa,PA,53885-35-1,5.3168,5.3168,5.3168,ph1n1,pH1N1,5.3168,0.0,1,5.3168,5.3168,5.3168
pa,PA,112885-42-4,5.3101,5.3101,5.3101,ph1n1,pH1N1,5.3101,0.0,1,5.3101,5.3101,5.3101
pa,PA,59804-37-4,5.3083,5.3083,5.3083,ph1n1,pH1N1,5.3083,0.0,0,5.3083,5.3083,5.3083
pa,PA,201530-41-8,5.306,5.306,5.306,ph1n1,pH1N1,5.306,0.0,1,5.306,5.306,5.306
pa,PA,132-65-0,5.2899,5.2899,5.2899,ph1n1,pH1N1,5.2899,0.0,0,5.2899,5.2899,5.2899
pa,PA,4342-03-4,5.2831,5.2831,5.2831,ph1n1,pH1N1,5.2831,0.0,1,5.2831,5.2831,5.2831
pa,PA,53-03-2,5.2658,5.2658,5.2658,ph1n1,pH1N1,5.2658,0.0,0,5.2658,5.2658,5.2658
pa,PA,71-58-9,5.2626,5.2626,5.2626,ph1n1,pH1N1,5.2626,0.0,1,5.2626,5.2626,5.2626
pa,PA,23180-57-6,5.2625,5.2625,5.2625,ph1n1,pH1N1,5.2625,0.0,0,5.2625,5.2625,5.2625
pa,PA,108612-45-9,5.2535,5.2535,5.2535,ph1n1,pH1N1,5.2535,0.0,0,5.2535,5.2535,5.2535
pa,PA,145-13-1,5.2485,5.2485,5.2485,ph1n1,pH1N1,5.2485,0.0,0,5.2485,5.2485,5.2485
pa,PA,70476-82-3,5.2372,5.2372,5.2372,ph1n1,pH1N1,5.2372,0.0,1,5.2372,5.2372,5.2372
pa,PA,175865-59-5,5.2218,5.2218,5.2218,ph1n1,pH1N1,5.2218,0.0,1,5.2218,5.2218,5.2218
pa,PA,71125-38-7,5.2181,5.2181,5.2181,ph1n1,pH1N1,5.2181,0.0,0,5.2181,5.2181,5.2181
pa,PA,361442-04-8,5.2054,5.2054,5.2054,ph1n1,pH1N1,5.2054,0.0,0,5.2054,5.2054,5.2054
pa,PA,103577-45-3,5.204,5.204,5.204,ph1n1,pH1N1,5.204,0.0,0,5.204,5.204,5.204
pa,PA,138530-94-6,5.204,5.204,5.204,ph1n1,pH1N1,5.204,0.0,1,5.204,5.204,5.204
pa,PA,188062-50-2,5.2029,5.2029,5.2029,ph1n1,pH1N1,5.2029,0.0,1,5.2029,5.2029,5.2029
pa,PA,57808-66-9,5.1977,5.1977,5.1977,ph1n1,pH1N1,5.1977,0.0,0,5.1977,5.1977,5.1977
pa,PA,204255-11-8,5.1965,5.1965,5.1965,ph1n1,pH1N1,5.1965,0.0,1,5.1965,5.1965,5.1965
pa,PA,148-79-8,5.1964,5.1964,5.1964,ph1n1,pH1N1,5.1964,0.0,1,5.1964,5.1964,5.1964
pa,PA,434-03-7,5.196,5.196,5.196,ph1n1,pH1N1,5.196,0.0,0,5.196,5.196,5.196
pa,PA,41859-67-0,5.1946,5.1946,5.1946,ph1n1,pH1N1,5.1946,0.0,0,5.1946,5.1946,5.1946
pa,PA,2030-63-9,5.1885,5.1885,5.1885,ph1n1,pH1N1,5.1885,0.0,1,5.1885,5.1885,5.1885
pa,PA,1069-66-5,5.1884,5.1884,5.1884,ph1n1,pH1N1,5.1884,0.0,1,5.1884,5.1884,5.1884
pa,PA,196597-26-9,5.1783,5.1783,5.1783,ph1n1,pH1N1,5.1783,0.0,1,5.1783,5.1783,5.1783
pa,PA,67-73-2,5.1766,5.1766,5.1766,ph1n1,pH1N1,5.1766,0.0,1,5.1766,5.1766,5.1766
pa,PA,37106-97-1,5.1763,5.1763,5.1763,ph1n1,pH1N1,5.1763,0.0,0,5.1763,5.1763,5.1763
pa,PA,25332-39-2,5.1743,5.1743,5.1743,ph1n1,pH1N1,5.1743,0.0,1,5.1743,5.1743,5.1743
pa,PA,2668-66-8,5.1702,5.1702,5.1702,ph1n1,pH1N1,5.1702,0.0,0,5.1702,5.1702,5.1702
pa,PA,211914-51-1,5.1545,5.1545,5.1545,ph1n1,pH1N1,5.1545,0.0,0,5.1545,5.1545,5.1545
pa,PA,98319-26-7,5.1533,5.1533,5.1533,ph1n1,pH1N1,5.1533,0.0,0,5.1533,5.1533,5.1533
pa,PA,3818-50-6,5.1294,5.1294,5.1294,ph1n1,pH1N1,5.1294,0.0,0,5.1294,5.1294,5.1294
pa,PA,3717-88-2,5.1271,5.1271,5.1271,ph1n1,pH1N1,5.1271,0.0,1,5.1271,5.1271,5.1271
pa,PA,63-92-3,5.1251,5.1251,5.1251,ph1n1,pH1N1,5.1251,0.0,1,5.1251,5.1251,5.1251
pa,PA,29767-20-2,5.1115,5.1115,5.1115,ph1n1,pH1N1,5.1115,0.0,0,5.1115,5.1115,5.1115
pa,PA,65141-46-0,5.1066,5.1066,5.1066,ph1n1,pH1N1,5.1066,0.0,0,5.1066,5.1066,5.1066
pa,PA,90357-06-5,5.1012,5.1012,5.1012,ph1n1,pH1N1,5.1012,0.0,1,5.1012,5.1012,5.1012
pa,PA,122883-93-6,5.0908,5.0908,5.0908,ph1n1,pH1N1,5.0908,0.0,1,5.0908,5.0908,5.0908
pa,PA,25451-15-4,5.0849,5.0849,5.0849,ph1n1,pH1N1,5.0849,0.0,1,5.0849,5.0849,5.0849
pa,PA,1649-18-9,5.0754,5.0754,5.0754,ph1n1,pH1N1,5.0754,0.0,0,5.0754,5.0754,5.0754
pa,PA,103980-44-5,5.0753,5.0753,5.0753,ph1n1,pH1N1,5.0753,0.0,0,5.0753,5.0753,5.0753
pa,PA,23256-33-9,5.0751,5.0751,5.0751,ph1n1,pH1N1,5.0751,0.0,0,5.0751,5.0751,5.0751
pa,PA,23651-95-8,5.0653,5.0653,5.0653,ph1n1,pH1N1,5.0653,0.0,1,5.0653,5.0653,5.0653
pa,PA,880149-29-1,5.059,5.059,5.059,ph1n1,pH1N1,5.059,0.0,1,5.059,5.059,5.059
pa,PA,155206-00-1,5.0586,5.0586,5.0586,ph1n1,pH1N1,5.0586,0.0,1,5.0586,5.0586,5.0586
pa,PA,320345-99-1,5.057,5.057,5.057,ph1n1,pH1N1,5.057,0.0,1,5.057,5.057,5.057
pa,PA,171599-83-0,5.0479,5.0479,5.0479,ph1n1,pH1N1,5.0479,0.0,1,5.0479,5.0479,5.0479
pa,PA,521-78-8,5.0431,5.0431,5.0431,ph1n1,pH1N1,5.0431,0.0,1,5.0431,5.0431,5.0431
pa,PA,94-16-6,5.0424,5.0424,5.0424,ph1n1,pH1N1,5.0424,0.0,0,5.0424,5.0424,5.0424
pa,PA,122111-03-9,5.0364,5.0364,5.0364,ph1n1,pH1N1,5.0364,0.0,1,5.0364,5.0364,5.0364
pa,PA,34552-84-6,5.0228,5.0228,5.0228,ph1n1,pH1N1,5.0228,0.0,0,5.0228,5.0228,5.0228
pa,PA,147-94-4,5.0216,5.0216,5.0216,ph1n1,pH1N1,5.0216,0.0,1,5.0216,5.0216,5.0216
pa,PA,65-46-3,5.0216,5.0216,5.0216,ph1n1,pH1N1,5.0216,0.0,0,5.0216,5.0216,5.0216
pa,PA,599-79-1,5.0196,5.0196,5.0196,ph1n1,pH1N1,5.0196,0.0,0,5.0196,5.0196,5.0196
pa,PA,23672-07-3,5.0183,5.0183,5.0183,ph1n1,pH1N1,5.0183,0.0,0,5.0183,5.0183,5.0183
pa,PA,179324-69-7,5.0143,5.0143,5.0143,ph1n1,pH1N1,5.0143,0.0,1,5.0143,5.0143,5.0143
pa,PA,144689-63-4,5.0134,5.0134,5.0134,ph1n1,pH1N1,5.0134,0.0,1,5.0134,5.0134,5.0134
pa,PA,67392-87-4,5.0121,5.0121,5.0121,ph1n1,pH1N1,5.0121,0.0,0,5.0121,5.0121,5.0121
pa,PA,90-45-9,5.0037,5.0037,5.0037,ph1n1,pH1N1,5.0037,0.0,0,5.0037,5.0037,5.0037
pa,PA,60-31-1,5.0022,5.0022,5.0022,ph1n1,pH1N1,5.0022,0.0,0,5.0022,5.0022,5.0022
pa,PA,6804-07-5,5.0008,5.0008,5.0008,ph1n1,pH1N1,5.0008,0.0,0,5.0008,5.0008,5.0008
pa,PA,63675-72-9,4.9983,4.9983,4.9983,ph1n1,pH1N1,4.9983,0.0,0,4.9983,4.9983,4.9983
pa,PA,183320-51-6,4.9968,4.9968,4.9968,ph1n1,pH1N1,4.9968,0.0,0,4.9968,4.9968,4.9968
pa,PA,61718-82-9,4.996,4.996,4.996,ph1n1,pH1N1,4.996,0.0,1,4.996,4.996,4.996
pa,PA,109-57-9,4.995,4.995,4.995,ph1n1,pH1N1,4.995,0.0,0,4.995,4.995,4.995
pa,PA,434-13-9,4.9897,4.9897,4.9897,ph1n1,pH1N1,4.9897,0.0,0,4.9897,4.9897,4.9897
pa,PA,367514-88-3,4.9858,4.9858,4.9858,ph1n1,pH1N1,4.9858,0.0,1,4.9858,4.9858,4.9858
pa,PA,2192-20-3,4.9819,4.9819,4.9819,ph1n1,pH1N1,4.9819,0.0,1,4.9819,4.9819,4.9819
pa,PA,104344-23-2,4.9722,4.9722,4.9722,ph1n1,pH1N1,4.9722,0.0,0,4.9722,4.9722,4.9722
pa,PA,53902-12-8,4.9681,4.9681,4.9681,ph1n1,pH1N1,4.9681,0.0,0,4.9681,4.9681,4.9681
pa,PA,60628-96-8,4.9603,4.9603,4.9603,ph1n1,pH1N1,4.9603,0.0,0,4.9603,4.9603,4.9603
pa,PA,434-07-1,4.9599,4.9599,4.9599,ph1n1,pH1N1,4.9599,0.0,0,4.9599,4.9599,4.9599
pa,PA,122320-73-4,4.9581,4.9581,4.9581,ph1n1,pH1N1,4.9581,0.0,1,4.9581,4.9581,4.9581
pa,PA,72956-09-3,4.9549,4.9549,4.9549,ph1n1,pH1N1,4.9549,0.0,0,4.9549,4.9549,4.9549
pa,PA,75530-68-6,4.951,4.951,4.951,ph1n1,pH1N1,4.951,0.0,0,4.951,4.951,4.951
pa,PA,76824-35-6,4.9503,4.9503,4.9503,ph1n1,pH1N1,4.9503,0.0,1,4.9503,4.9503,4.9503
pa,PA,58895-64-0,4.9444,4.9444,4.9444,ph1n1,pH1N1,4.9444,0.0,0,4.9444,4.9444,4.9444
pa,PA,104227-87-4,4.9435,4.9435,4.9435,ph1n1,pH1N1,4.9435,0.0,1,4.9435,4.9435,4.9435
pa,PA,105462-24-6,4.9431,4.9431,4.9431,ph1n1,pH1N1,4.9431,0.0,1,4.9431,4.9431,4.9431
pa,PA,72-14-0,4.9409,4.9409,4.9409,ph1n1,pH1N1,4.9409,0.0,1,4.9409,4.9409,4.9409
pa,PA,17321-77-6,4.9292,4.9292,4.9292,ph1n1,pH1N1,4.9292,0.0,1,4.9292,4.9292,4.9292
pa,PA,366789-02-8,4.9276,4.9276,4.9276,ph1n1,pH1N1,4.9276,0.0,0,4.9276,4.9276,4.9276
pa,PA,850-52-2,4.9191,4.9191,4.9191,ph1n1,pH1N1,4.9191,0.0,0,4.9191,4.9191,4.9191
pa,PA,133-67-5,4.913,4.913,4.913,ph1n1,pH1N1,4.913,0.0,1,4.913,4.913,4.913
pa,PA,72509-76-3,4.909,4.909,4.909,ph1n1,pH1N1,4.909,0.0,0,4.909,4.909,4.909
pa,PA,62-97-5,4.9079,4.9079,4.9079,ph1n1,pH1N1,4.9079,0.0,1,4.9079,4.9079,4.9079
pa,PA,170729-80-3,4.903,4.903,4.903,ph1n1,pH1N1,4.903,0.0,1,4.903,4.903,4.903
pa,PA,54965-24-1,4.9029,4.9029,4.9029,ph1n1,pH1N1,4.9029,0.0,0,4.9029,4.9029,4.9029
pa,PA,28395-03-1,4.902,4.902,4.902,ph1n1,pH1N1,4.902,0.0,0,4.902,4.902,4.902
pa,PA,242478-38-2,4.896,4.896,4.896,ph1n1,pH1N1,4.896,0.0,1,4.896,4.896,4.896
pa,PA,124750-99-8,4.8958,4.8958,4.8958,ph1n1,pH1N1,4.8958,0.0,1,4.8958,4.8958,4.8958
pa,PA,483-18-1,4.8949,4.8949,4.8949,ph1n1,pH1N1,4.8949,0.0,0,4.8949,4.8949,4.8949
pa,PA,73590-58-6,4.8931,4.8931,4.8931,ph1n1,pH1N1,4.8931,0.0,1,4.8931,4.8931,4.8931
pa,PA,71675-85-9,4.8927,4.8927,4.8927,ph1n1,pH1N1,4.8927,0.0,1,4.8927,4.8927,4.8927
pa,PA,59-92-7,4.8925,4.8925,4.8925,ph1n1,pH1N1,4.8925,0.0,0,4.8925,4.8925,4.8925
pa,PA,52-01-7,4.8907,4.8907,4.8907,ph1n1,pH1N1,4.8907,0.0,0,4.8907,4.8907,4.8907
pa,PA,152751-57-0,4.8899,4.8899,4.8899,ph1n1,pH1N1,4.8899,0.0,0,4.8899,4.8899,4.8899
pa,PA,16773-42-5,4.8861,4.8861,4.8861,ph1n1,pH1N1,4.8861,0.0,0,4.8861,4.8861,4.8861
pa,PA,19237-84-4,4.8816,4.8816,4.8816,ph1n1,pH1N1,4.8816,0.0,0,4.8816,4.8816,4.8816
pa,PA,72-33-3,4.8812,4.8812,4.8812,ph1n1,pH1N1,4.8812,0.0,1,4.8812,4.8812,4.8812
pa,PA,130693-82-2,4.8806,4.8806,4.8806,ph1n1,pH1N1,4.8806,0.0,0,4.8806,4.8806,4.8806
pa,PA,90274-24-1,4.8784,4.8784,4.8784,ph1n1,pH1N1,4.8784,0.0,0,4.8784,4.8784,4.8784
pa,PA,34642-77-8,4.8783,4.8783,4.8783,ph1n1,pH1N1,4.8783,0.0,0,4.8783,4.8783,4.8783
pa,PA,24512-63-8,4.8765,4.8765,4.8765,ph1n1,pH1N1,4.8765,0.0,0,4.8765,4.8765,4.8765
pa,PA,21829-25-4,4.876,4.876,4.876,ph1n1,pH1N1,4.876,0.0,0,4.876,4.876,4.876
pa,PA,943319-70-8,4.875,4.875,4.875,ph1n1,pH1N1,4.875,0.0,0,4.875,4.875,4.875
pa,PA,219861-08-2,4.8706,4.8706,4.8706,ph1n1,pH1N1,4.8706,0.0,0,4.8706,4.8706,4.8706
pa,PA,91-33-8,4.869,4.869,4.869,ph1n1,pH1N1,4.869,0.0,0,4.869,4.869,4.869
pa,PA,23593-75-1,4.867,4.867,4.867,ph1n1,pH1N1,4.867,0.0,0,4.867,4.867,4.867
pa,PA,56-47-3,4.865,4.865,4.865,ph1n1,pH1N1,4.865,0.0,0,4.865,4.865,4.865
pa,PA,133868-46-9,4.8622,4.8622,4.8622,ph1n1,pH1N1,4.8622,0.0,0,4.8622,4.8622,4.8622
pa,PA,83881-52-1,4.8615,4.8615,4.8615,ph1n1,pH1N1,4.8615,0.0,0,4.8615,4.8615,4.8615
pa,PA,74103-07-4,4.8605,4.8605,4.8605,ph1n1,pH1N1,4.8605,0.0,0,4.8605,4.8605,4.8605
pa,PA,57149-07-2,4.8584,4.8584,4.8584,ph1n1,pH1N1,4.8584,0.0,0,4.8584,4.8584,4.8584
pa,PA,152459-95-5,4.8582,4.8582,4.8582,ph1n1,pH1N1,4.8582,0.0,0,4.8582,4.8582,4.8582
pa,PA,190786-44-8,4.856,4.856,4.856,ph1n1,pH1N1,4.856,0.0,1,4.856,4.856,4.856
pa,PA,141625-93-6,4.8559,4.8559,4.8559,ph1n1,pH1N1,4.8559,0.0,1,4.8559,4.8559,4.8559
pa,PA,223673-61-8,4.8558,4.8558,4.8558,ph1n1,pH1N1,4.8558,0.0,1,4.8558,4.8558,4.8558
pa,PA,3759-92-0,4.8544,4.8544,4.8544,ph1n1,pH1N1,4.8544,0.0,0,4.8544,4.8544,4.8544
pa,PA,3366-95-8,4.8525,4.8525,4.8525,ph1n1,pH1N1,4.8525,0.0,0,4.8525,4.8525,4.8525
pa,PA,160970-54-7,4.8512,4.8512,4.8512,ph1n1,pH1N1,4.8512,0.0,1,4.8512,4.8512,4.8512
pa,PA,18323-44-9,4.8499,4.8499,4.8499,ph1n1,pH1N1,4.8499,0.0,0,4.8499,4.8499,4.8499
pa,PA,50357-45-4,4.8481,4.8481,4.8481,ph1n1,pH1N1,4.8481,0.0,0,4.8481,4.8481,4.8481
pa,PA,39562-70-4,4.8473,4.8473,4.8473,ph1n1,pH1N1,4.8473,0.0,0,4.8473,4.8473,4.8473
pa,PA,50-63-5,4.8443,4.8443,4.8443,ph1n1,pH1N1,4.8443,0.0,1,4.8443,4.8443,4.8443
pa,PA,79-57-2,4.8413,4.8413,4.8413,ph1n1,pH1N1,4.8413,0.0,1,4.8413,4.8413,4.8413
pa,PA,151767-02-1,4.8411,4.8411,4.8411,ph1n1,pH1N1,4.8411,0.0,0,4.8411,4.8411,4.8411
pa,PA,144143-96-4,4.8371,4.8371,4.8371,ph1n1,pH1N1,4.8371,0.0,0,4.8371,4.8371,4.8371
pa,PA,82034-46-6,4.8321,4.8321,4.8321,ph1n1,pH1N1,4.8321,0.0,1,4.8321,4.8321,4.8321
pa,PA,274901-16-5,4.8302,4.8302,4.8302,ph1n1,pH1N1,4.8302,0.0,0,4.8302,4.8302,4.8302
pa,PA,98079-52-8,4.8296,4.8296,4.8296,ph1n1,pH1N1,4.8296,0.0,0,4.8296,4.8296,4.8296
pa,PA,120511-73-1,4.8288,4.8288,4.8288,ph1n1,pH1N1,4.8288,0.0,1,4.8288,4.8288,4.8288
pa,PA,329-65-7,4.8279,4.8279,4.8279,ph1n1,pH1N1,4.8279,0.0,0,4.8279,4.8279,4.8279
pa,PA,51-43-4,4.8279,4.8279,4.8279,ph1n1,pH1N1,4.8279,0.0,0,4.8279,4.8279,4.8279
pa,PA,95233-18-4,4.827,4.827,4.827,ph1n1,pH1N1,4.827,0.0,0,4.827,4.827,4.827
pa,PA,130641-38-2,4.8265,4.8265,4.8265,ph1n1,pH1N1,4.8265,0.0,0,4.8265,4.8265,4.8265
pa,PA,57-83-0,4.8252,4.8252,4.8252,ph1n1,pH1N1,4.8252,0.0,0,4.8252,4.8252,4.8252
pa,PA,137234-62-9,4.8201,4.8201,4.8201,ph1n1,pH1N1,4.8201,0.0,0,4.8201,4.8201,4.8201
pa,PA,62-31-7,4.8196,4.8196,4.8196,ph1n1,pH1N1,4.8196,0.0,1,4.8196,4.8196,4.8196
pa,PA,53-43-0,4.8182,4.8182,4.8182,ph1n1,pH1N1,4.8182,0.0,0,4.8182,4.8182,4.8182
pa,PA,965-52-6,4.8177,4.8177,4.8177,ph1n1,pH1N1,4.8177,0.0,0,4.8177,4.8177,4.8177
pa,PA,107133-36-8,4.8162,4.8162,4.8162,ph1n1,pH1N1,4.8162,0.0,1,4.8162,4.8162,4.8162
pa,PA,90098-04-7,4.8135,4.8135,4.8135,ph1n1,pH1N1,4.8135,0.0,0,4.8135,4.8135,4.8135
pa,PA,133099-07-7,4.8132,4.8132,4.8132,ph1n1,pH1N1,4.8132,0.0,1,4.8132,4.8132,4.8132
pa,PA,154361-50-9,4.8132,4.8132,4.8132,ph1n1,pH1N1,4.8132,0.0,1,4.8132,4.8132,4.8132
pa,PA,100-88-9,4.8126,4.8126,4.8126,ph1n1,pH1N1,4.8126,0.0,0,4.8126,4.8126,4.8126
pa,PA,129722-12-9,4.8123,4.8123,4.8123,ph1n1,pH1N1,4.8123,0.0,1,4.8123,4.8123,4.8123
pa,PA,60142-95-2,4.8116,4.8116,4.8116,ph1n1,pH1N1,4.8116,0.0,0,4.8116,4.8116,4.8116
pa,PA,6856-31-1,4.8089,4.8089,4.8089,ph1n1,pH1N1,4.8089,0.0,0,4.8089,4.8089,4.8089
pa,PA,74150-27-9,4.8086,4.8086,4.8086,ph1n1,pH1N1,4.8086,0.0,0,4.8086,4.8086,4.8086
pa,PA,59703-84-3,4.806,4.806,4.806,ph1n1,pH1N1,4.806,0.0,0,4.806,4.806,4.806
pa,PA,183319-69-9,4.8057,4.8057,4.8057,ph1n1,pH1N1,4.8057,0.0,0,4.8057,4.8057,4.8057
pa,PA,7681-76-7,4.8053,4.8053,4.8053,ph1n1,pH1N1,4.8053,0.0,0,4.8053,4.8053,4.8053
pa,PA,64490-92-2,4.805,4.805,4.805,ph1n1,pH1N1,4.805,0.0,0,4.805,4.805,4.805
pa,PA,119413-54-6,4.8045,4.8045,4.8045,ph1n1,pH1N1,4.8045,0.0,1,4.8045,4.8045,4.8045
pa,PA,901-47-3,4.8038,4.8038,4.8038,ph1n1,pH1N1,4.8038,0.0,0,4.8038,4.8038,4.8038
pa,PA,150399-23-8,4.8032,4.8032,4.8032,ph1n1,pH1N1,4.8032,0.0,1,4.8032,4.8032,4.8032
pa,PA,65928-58-7,4.7977,4.7977,4.7977,ph1n1,pH1N1,4.7977,0.0,1,4.7977,4.7977,4.7977
pa,PA,458-37-7,4.797,4.797,4.797,ph1n1,pH1N1,4.797,0.0,0,4.797,4.797,4.797
pa,PA,638-94-8,4.7957,4.7957,4.7957,ph1n1,pH1N1,4.7957,0.0,0,4.7957,4.7957,4.7957
pa,PA,67-97-0,4.793,4.793,4.793,ph1n1,pH1N1,4.793,0.0,0,4.793,4.793,4.793
pa,PA,21462-39-5,4.7895,4.7895,4.7895,ph1n1,pH1N1,4.7895,0.0,0,4.7895,4.7895,4.7895
pa,PA,68497-62-1,4.7883,4.7883,4.7883,ph1n1,pH1N1,4.7883,0.0,0,4.7883,4.7883,4.7883
pa,PA,13647-35-3,4.787,4.787,4.787,ph1n1,pH1N1,4.787,0.0,0,4.787,4.787,4.787
pa,PA,6054-98-4,4.7801,4.7801,4.7801,ph1n1,pH1N1,4.7801,0.0,0,4.7801,4.7801,4.7801
pa,PA,141-90-2,4.7705,4.7705,4.7705,ph1n1,pH1N1,4.7705,0.0,1,4.7705,4.7705,4.7705
pa,PA,16676-29-2,4.7697,4.7697,4.7697,ph1n1,pH1N1,4.7697,0.0,1,4.7697,4.7697,4.7697
pa,PA,140-40-9,4.7696,4.7696,4.7696,ph1n1,pH1N1,4.7696,0.0,0,4.7696,4.7696,4.7696
pa,PA,39133-31-8,4.7688,4.7688,4.7688,ph1n1,pH1N1,4.7688,0.0,0,4.7688,4.7688,4.7688
pa,PA,1508-65-2,4.7687,4.7687,4.7687,ph1n1,pH1N1,4.7687,0.0,1,4.7687,4.7687,4.7687
pa,PA,69-57-8,4.7678,4.7678,4.7678,ph1n1,pH1N1,4.7678,0.0,0,4.7678,4.7678,4.7678
pa,PA,1235-82-1,4.7665,4.7665,4.7665,ph1n1,pH1N1,4.7665,0.0,0,4.7665,4.7665,4.7665
pa,PA,912-60-7,4.7659,4.7659,4.7659,ph1n1,pH1N1,4.7659,0.0,0,4.7659,4.7659,4.7659
pa,PA,132-69-4,4.7658,4.7658,4.7658,ph1n1,pH1N1,4.7658,0.0,0,4.7658,4.7658,4.7658
pa,PA,143388-64-1,4.7643,4.7643,4.7643,ph1n1,pH1N1,4.7643,0.0,0,4.7643,4.7643,4.7643
pa,PA,7235-40-7,4.7642,4.7642,4.7642,ph1n1,pH1N1,4.7642,0.0,0,4.7642,4.7642,4.7642
pa,PA,78213-16-8,4.7636,4.7636,4.7636,ph1n1,pH1N1,4.7636,0.0,0,4.7636,4.7636,4.7636
pa,PA,138402-11-6,4.7575,4.7575,4.7575,ph1n1,pH1N1,4.7575,0.0,1,4.7575,4.7575,4.7575
pa,PA,118292-40-3,4.7525,4.7525,4.7525,ph1n1,pH1N1,4.7525,0.0,0,4.7525,4.7525,4.7525
pa,PA,132203-70-4,4.7524,4.7524,4.7524,ph1n1,pH1N1,4.7524,0.0,0,4.7524,4.7524,4.7524
pa,PA,49562-28-9,4.7512,4.7512,4.7512,ph1n1,pH1N1,4.7512,0.0,0,4.7512,4.7512,4.7512
pa,PA,107-35-7,4.7502,4.7502,4.7502,ph1n1,pH1N1,4.7502,0.0,1,4.7502,4.7502,4.7502
pa,PA,70458-96-7,4.7484,4.7484,4.7484,ph1n1,pH1N1,4.7484,0.0,1,4.7484,4.7484,4.7484
pa,PA,10040-45-6,4.7477,4.7477,4.7477,ph1n1,pH1N1,4.7477,0.0,0,4.7477,4.7477,4.7477
pa,PA,113-59-7,4.744,4.744,4.744,ph1n1,pH1N1,4.744,0.0,1,4.744,4.744,4.744
pa,PA,85721-33-1,4.7437,4.7437,4.7437,ph1n1,pH1N1,4.7437,0.0,0,4.7437,4.7437,4.7437
pa,PA,27741-01-1,4.7424,4.7424,4.7424,ph1n1,pH1N1,4.7424,0.0,0,4.7424,4.7424,4.7424
pa,PA,88678-31-3,4.7391,4.7391,4.7391,ph1n1,pH1N1,4.7391,0.0,0,4.7391,4.7391,4.7391
pa,PA,66357-59-3,4.7363,4.7363,4.7363,ph1n1,pH1N1,4.7363,0.0,1,4.7363,4.7363,4.7363
pa,PA,304-20-1,4.7361,4.7361,4.7361,ph1n1,pH1N1,4.7361,0.0,1,4.7361,4.7361,4.7361
pa,PA,138890-62-7,4.7351,4.7351,4.7351,ph1n1,pH1N1,4.7351,0.0,0,4.7351,4.7351,4.7351
pa,PA,27470-51-5,4.7339,4.7339,4.7339,ph1n1,pH1N1,4.7339,0.0,0,4.7339,4.7339,4.7339
pa,PA,60142-96-3,4.7335,4.7335,4.7335,ph1n1,pH1N1,4.7335,0.0,0,4.7335,4.7335,4.7335
pa,PA,79660-72-3,4.7332,4.7332,4.7332,ph1n1,pH1N1,4.7332,0.0,0,4.7332,4.7332,4.7332
pa,PA,33286-22-5,4.7304,4.7304,4.7304,ph1n1,pH1N1,4.7304,0.0,0,4.7304,4.7304,4.7304
pa,PA,52432-72-1,4.7303,4.7303,4.7303,ph1n1,pH1N1,4.7303,0.0,0,4.7303,4.7303,4.7303
pa,PA,3778-73-2,4.7288,4.7288,4.7288,ph1n1,pH1N1,4.7288,0.0,0,4.7288,4.7288,4.7288
pa,PA,124832-27-5,4.7287,4.7287,4.7287,ph1n1,pH1N1,4.7287,0.0,0,4.7287,4.7287,4.7287
pa,PA,59-33-6,4.7278,4.7278,4.7278,ph1n1,pH1N1,4.7278,0.0,0,4.7278,4.7278,4.7278
pa,PA,76-25-5,4.7224,4.7224,4.7224,ph1n1,pH1N1,4.7224,0.0,0,4.7224,4.7224,4.7224
pa,PA,117-37-3,4.7223,4.7223,4.7223,ph1n1,pH1N1,4.7223,0.0,1,4.7223,4.7223,4.7223
pa,PA,611-75-6,4.7217,4.7217,4.7217,ph1n1,pH1N1,4.7217,0.0,0,4.7217,4.7217,4.7217
pa,PA,113852-37-2,4.7213,4.7213,4.7213,ph1n1,pH1N1,4.7213,0.0,1,4.7213,4.7213,4.7213
pa,PA,969-33-5,4.7204,4.7204,4.7204,ph1n1,pH1N1,4.7204,0.0,0,4.7204,4.7204,4.7204
pa,PA,357-08-4,4.7142,4.7142,4.7142,ph1n1,pH1N1,4.7142,0.0,0,4.7142,4.7142,4.7142
pa,PA,13392-28-4,4.7141,4.7141,4.7141,ph1n1,pH1N1,4.7141,0.0,0,4.7141,4.7141,4.7141
pa,PA,14484-47-0,4.7138,4.7138,4.7138,ph1n1,pH1N1,4.7138,0.0,0,4.7138,4.7138,4.7138
